"","Collaborative","Date","Dogs","Equipment","NoActivity","Other","Power_Boats","Powered.Boats","Precipation","Precipitation","Ratio","Ratio_LESA","Ratio_WESA","RecordID","Sea_State","Site","SiteID","SiteName","Survey.Site","Tide_End","Tide_Start","Tide_State_End","Tide_State_Start","Time_End","Time_Start","Unpowered.Boats","Unpowered_Boat","Vis_Reason","Visibility","Walkers","Weather","YES_NO_WESA_Obs","Year","Month","Day"
"314","",2013-07-21,"0","Binoculars-only","","","0","","","None","","","","SQUA2013721","Choppy","Squamish Estuary","SQUA","","","","","","","'1:30 pm","'11:00 am",NA,"0","","100m","0","Clear","","2013","7","21"
"315","Single Observer",2014-07-20,"","Spotting scope","","","","","","None","85 WESA; 15 LESA","","","WITT2014720","Choppy","Witty's Lagoon","WITT","","","","","Mid-tide","Mid-tide","0.39583333299999995","0.291666667",NA,"","","1km","2","Partly-Cloudy","I saw at least 1 WESA during the survey","2014","7","20"
"316","Independent",2014-07-19,"","Both Binoculars and Scope","No activity","","","","","None","Not possible","","","BB042014719","Wavy","Boundary Bay - 104th","BB04","","","3.3m mid-high","3.0m mid-tide","Mid-high","Mid-tide","0.5625","0.458333333",NA,"","Glare","500m","","Overcast","I saw at least 1 WESA during the survey","2014","7","19"
"317","Single Observer",2014-08-16,"5","Spotting scope","","","","","","None","25 WESA; 25 LESA","","","WITT2014816","Calm","Witty's Lagoon","WITT","","","","","Mid-low","Mid-low","0.645833333","0.541666667",NA,"","","1km","15","Partly-Cloudy","I saw at least 1 WESA during the survey","2014","8","16"
"318","Single Observer",2014-08-17,"","Spotting scope","","","","","","None","14 WESA; 110 LESA","","","WITT2014817","Calm","Witty's Lagoon","WITT","","","","","Mid-tide","Mid-tide","0.39583333299999995","0.291666667",NA,"","","1km","4","Clear","I saw at least 1 WESA during the survey","2014","8","17"
"319","Collaborative",2014-07-20,"","","No activity","","","","","None","33 WESA, 1 LESA","","","FRCR2014720","Calm","French Creek","FRCR","","","3.5","1.8 m","Mid-high","Mid-low","0.041666667000000004","0.4375",NA,"","","1km","","Clear","I saw at least 1 WESA during the survey","2014","7","20"
"320","Independent",2014-08-15,"","Both Binoculars and Scope","","","","","","None","360 WESA; 2 LESA","","","RBBP2014815","Rippled","Roberts Bank - Brunswick Point","RBBP","","","high","low","High-tide","Low-tide","0.4375","0.333333333",NA,"","","1km","4","Overcast","I saw at least 1 WESA during the survey","2014","8","15"
"321","Independent",2014-08-16,"6","Both Binoculars and Scope","","","0.0","","","None","2275 WESA, 89 LESA","","","RBBP2014816","Calm","Roberts Bank - Brunswick Point","RBBP","","","high","low","High-tide","Low-tide","0.47916666700000005","0.375",NA,"0","Weather","250m","20","Fog","I saw at least 1 WESA during the survey","2014","8","16"
"322","Collaborative",2014-08-16,"2","Both Binoculars and Scope","","","","","","None","","","","SANM2014816","Rippled","San Malo Bay","SANM","","","","","Mid-high","Mid-low","0.41666666700000005","0.333333333",NA,"","","1km","10","Clear","I saw at least 1 WESA during the survey","2014","8","16"
"323","",2013-07-20,"1","Binoculars-only","","","","","","None","","","","PNMA2013720","","Panama Flats","PNMA","","","","","","","1130","900",NA,"","","1km","4","Clear","I did not observe any Western Sandpipers during the entire survey","2013","7","20"
"324","Collaborative",2014-08-17,"2","Both Binoculars and Scope","","","","","","None","","","","SANM2014817","Calm","San Malo Bay","SANM","","","","","Mid-high","Mid-low","0.45833333299999995","0.375",NA,"","","1km","21","Clear","I saw at least 1 WESA during the survey","2014","8","17"
"325","Collaborative",2014-07-19,"6","Both Binoculars and Scope","","","","","","None","0","","","FANY2014719","Rippled","Fanny Bay","FANY","","","look it up","look it up","High-tide","Mid-high","0.520833333","0.4375",NA,"","","1km","14","Partly-Cloudy","I did not observe any Western Sandpipers during the entire survey","2014","7","19"
"326","Collaborative",2014-07-20,"3","Both Binoculars and Scope","","","","","","None","not sure","","","FANY2014720","Rippled","Fanny Bay","FANY","","","look it up","look it up","High-tide","Mid-tide","0.47916666700000005","0.479166667",NA,"","","1km","9","Partly-Cloudy","I saw at least 1 WESA during the survey","2014","7","20"
"327","Single Observer",2015-07-18,"1","Both","","","","","None","","","","","FANY2015718","Calm","","FANY","Fanny Bay","","","","Mid-high ","Low-tide","18:30","16:00",NA,"","","1km","3","Clear","I did not observe any Western Sandpipers during the entire survey","2015","7","18"
"328","Single Observer",2015-07-18,"3","Binoculars","","","","","None","","","","","COBE2015718","Rippled","","COBE","Columbia Beach","","","","Mid-high ","Low-tide","18:30","16:00",NA,"","","1km","12","Clear","I saw at least 1 WESA during the survey","2015","7","18"
"329","",2013-07-20,"10-20`","Binoculars-only","","","0","","","None","","","","BBSV2013720","Calm","Boundary Bay- Seaview","BBSV","","","High-Tide","Low-Tide","High-tide","Low-tide","1630","1400",NA,"0","","1km","75-100","Clear","I did not observe any Western Sandpipers during the entire survey","2013","7","20"
"330","Single Observer",2015-07-19,"","Binoculars","","","","","None","","","","","COBE2015719","Calm","","COBE","Columbia Beach","","","","Mid-high ","Low-tide","19:00","16:30",NA,"","","1km","","Clear","I saw at least 1 WESA during the survey","2015","7","19"
"331","Collaborative",2015-07-18,"","Both","","","","","None","","","0.0","2000.0","RBBP2015718","Calm","","RBBP","Roberts Bank","","","","High-tide","Mid-tide","19:00","16:45",NA,"","Other","500m","","Clear","I saw at least 1 WESA during the survey","2015","7","18"
"332","Collaborative",2015-07-19,"","Both","","","","","None","","","0.0","2500.0","RBBP2015719","Calm","","RBBP","Roberts Bank","","","","High-tide","Mid-tide","19:30","17:00",NA,"","Other","500m","","Clear","I saw at least 1 WESA during the survey","2015","7","19"
"333","",2013-08-17,"","Spotting scope","No activity","","","","","None","","","","COWC2013817","Calm","Cowichan Bay","COWC","","","","","Mid-low","Low-tide","'12:00","'10:30",NA,"","","1km","","Overcast","I did not observe any Western Sandpipers during the entire survey","2013","8","17"
"334","Single Observer",2014-07-20,"","Both","","","","","None","","","","","SDNY2014720","Rippled","","SDNY","","Sidney Island","","","Mid-tide","Mid-low ","16:00","13:05",NA,"","","1km","2","Partly-Cloudy","I saw at least 1 WESA during the survey","2014","7","20"
"335","Collaborative",2015-08-15,"2.0","Both Binoculars and Scope","","","","","","None","7 WESA; 6 LESA","","","PIPE2015815","Calm","","PIPE","Pipers Lagoon","","11.9","7.4","Mid-high","Mid-tide","5:45:00 PM","3:45:00 PM",NA,"","","1km","10","Clear","I saw at least 1 WESA during the survey","2015","8","15"
"336","Collaborative",2015-08-15,"","Both","","","","","None","","","","","SJEN2015815","","","SJEN","Jensens Bay S","","","","High-tide","Mid-low ","13:15","10:45",NA,"","","1km","2","Partly-Cloudy","I saw at least 1 WESA during the survey","2015","8","15"
"337","Single Observer",2015-08-16,"6","Both","","","","","None","","","","","BBMB2015816","Rippled","","BBMB","Boundary Bay Mud Bay","","","","","Mid-tide","19:00","16:30",NA,"","","1km","17","Clear","I saw at least 1 WESA during the survey","2015","8","16"
"338","Collaborative",2015-07-19,"8.0","Both Binoculars and Scope","","","7","","","None","","","","ISVI2015719","Rippled","","ISVI","Island View","","1.8","0.9","Mid-high","Mid-low","5:00:00 PM","2:30:00 PM",NA,"2","","1km","40","Clear","I did not observe any Western Sandpipers during the entire survey","2015","7","19"
"339","Single Observer",2015-08-14,"1","Spotting Scope","","","","","None","","","1.0","1.0","SANM2015814","Calm","","SANM","San Malo","","","","High-tide","Mid-tide","17:00","14:30",NA,"","","500m","3","Clear","I saw at least 1 WESA during the survey","2015","8","14"
"340","Single Observer",2015-08-16,"","Spotting Scope","","","","","None","","","1.0","1.0","SANM2015816","Calm","","SANM","San Malo","","","","","Mid-tide","18:00","15:30",NA,"","","500m","","Clear","I saw at least 1 WESA during the survey","2015","8","16"
"341","Single Observer",2015-07-17,"","Both","","","","","None","","","11.0","69.0","SDNY2015717","Rippled","","SDNY","Sidney Island","","","","Mid-high ","Low-tide","16:45","14:05",NA,"","","1km","","Clear","I saw at least 1 WESA during the survey","2015","7","17"
"342","Single Observer",2015-07-19,"2","Both","","","","1","None","","","1.0","12.0","SDNY2015719","Calm","","SDNY","Sidney Island","","","","Mid-high ","Mid-low ","17:00","14:30",3,"","","1km","3","Clear","I saw at least 1 WESA during the survey","2015","7","19"
"343","Single Observer",2015-08-16,"4","Binoculars","","","","0","None","","","0.0","330.0","IONA2015816","Rippled","","IONA","Iona Island","","100m","4000m","High-tide","Low-tide","18:00","15:30",0,"","Glare","1km","11","Clear","I saw at least 1 WESA during the survey","2015","8","16"
"344","Collaborative",2015-08-16,"3","Both","","","","","None","","","0.0","1.0","RBBP2015816","Choppy","","RBBP","Roberts Bank","","","","High-tide","Mid-low ","18:30","16:45",NA,"","","1km","8","Clear","I saw at least 1 WESA during the survey","2015","8","16"
"345","Single Observer",2015-07-18,"","Both","","","","","None","","","","","BB722015718","Calm","","BB72","Boundary Bay 72","","","","Mid-high ","Mid-low ","19:00","17:30",NA,"","","1km","","Clear","I did not observe any Western Sandpipers during the entire survey","2015","7","18"
"346","Collaborative",2015-08-15,"","Both Binoculars and Scope","","","","","","None","n/a","","","EIDE2015815","Calm","","EIDE","Eide Rd","","","n/a","","","7:30:00 PM","5:00:00 PM",NA,"","Glare","<100","6","Partly-Cloudy","I saw at least 1 WESA during the survey","2015","8","15"
"347","Single Observer",2015-07-20,"","Both","","","","","None","","","","","BB722015720","Wavy","","BB72","Boundary Bay 72","","","","Mid-tide","Low-tide","19:00","16:30",NA,"","","1km","3","Partly-Cloudy","I did not observe any Western Sandpipers during the entire survey","2015","7","20"
"348","Collaborative",2015-07-18,"","Both","","","","","None","","","","","NJEN2015718","Calm","","NJEN","Jensens Bay N","","","","High-tide","Mid-tide","14:15","12:00",NA,"","","500m","","Clear","I did not observe any Western Sandpipers during the entire survey","2015","7","18"
"349","Single Observer",2015-08-16,"","Both Binoculars and Scope","No activity","","","","","None","","","","VRYL2015816","Rippled","","VRYL","View Royal","","Mid-tide","Mid-low","Mid-tide","Mid-low","1:00:00 PM","11:00:00 AM",NA,"","","100m","","Clear","I saw at least 1 WESA during the survey","2015","8","16"
"350","Collaborative",2015-07-19,"","Both","","","","","None","","","","","NJEN2015719","Calm","","NJEN","Jensens Bay N","","","","High-tide","Mid-tide","14:45","12:45",NA,"","","1km","","Clear","I did not observe any Western Sandpipers during the entire survey","2015","7","19"
"351","Collaborative",2015-07-18,"","Binoculars","","","","","None","","","","","BB122015718","Calm","","BB12","Boundary Bay 112","","","","High-tide","Mid-low ","19:00","16:30",NA,"","","1km","","Clear","I did not observe any Western Sandpipers during the entire survey","2015","7","18"
"352","Collaborative",2015-07-19,"","Binoculars","","","","","None","","","","","BB122015719","Calm","","BB12","Boundary Bay 112","","","","High-tide","Mid-low ","19:45","17:15",NA,"","","1km","","Clear","I saw at least 1 WESA during the survey","2015","7","19"
"353","Collaborative",2015-08-15,"","Binoculars","","","","","None","","","","","BB122015815","Calm","","BB12","Boundary Bay 112","","","","High-tide","Mid-high ","18:30","16:00",NA,"","","1km","","Partly-Cloudy","I saw at least 1 WESA during the survey","2015","8","15"
"354","Collaborative",2015-08-16,"","Binoculars","","","","","","","","","","BB122015816","","","BB12","Boundary Bay 112","","","","High-tide","Mid-high ","17:00","16:30",NA,"","","500m","","Clear","","2015","8","16"
"355","Collaborative",2015-07-18,"5","Both","","","","0","None","","","","","IONA2015718","Rippled","","IONA","Iona Island","","High-Tide","Mid-Low","High-tide","Mid-low ","18:45","16:15",NA,"","Glare","1km","27","Clear","I did not observe any Western Sandpipers during the entire survey","2015","7","18"
"356","Single Observer",2015-07-20,"1","Binoculars","","","","0","None","","","0.0","0.0","IONA2015720","Rippled","","IONA","Iona Island","","250m","3000m","High-tide","Mid-low ","19:00","16:30",0,"","","1km","8","Clear","I did not observe any Western Sandpipers during the entire survey","2015","7","20"
"357","Single Observer",2015-08-14,"3","Binoculars","","","","0","None","","","0.0","107.0","IONA2015814","Choppy","","IONA","Iona Island","","50m","4000m","High-tide","Low-tide","17:00","14:30",0,"","","1km","5","Overcast","I saw at least 1 WESA during the survey","2015","8","14"
"358","Single Observer",2015-08-17,"1","Binoculars","","","","0","None","","","0.0","213.0","IONA2015817","Rippled","","IONA","Iona Island","","500m","4000m","High-tide","Low-tide","18:00","15:30",0,"","","1km","4","Partly-Cloudy","I saw at least 1 WESA during the survey","2015","8","17"
"359","Single Observer",2015-08-15,"1","Both","","","","","None","","","1.0","2.233333333","SDNY2015815","Rippled","","SDNY","Sidney Island","","","","Mid-high ","Mid-low ","15:30","13:00",2,"","","1km","2","Overcast","I saw at least 1 WESA during the survey","2015","8","15"
"360","Single Observer",2015-08-16,"","Both","","","","","None","","","250.0","410.0","SDNY2015816","Rippled","","SDNY","Sidney Island","","","","Mid-high ","Mid-low ","16:00","13:30",2,"","Glare","1km","4","Partly-Cloudy","","2015","8","16"
"361","Single Observer",2014-08-17,"0","Both Binoculars and Scope","","","5.0","","","None","5 WESA; 0 LESA","","","MAPL2014817","Calm","Maplewood","MAPL","","","Mid-High","Low Tide","Mid-high","Mid-low","0.48958333299999995","0.375",NA,"0","","500m","3","Overcast","I saw at least 1 WESA during the survey","2014","8","17"
"362","Single Observer",2015-08-16,"","","","","","","","","","","","BB042015816","","","BB04","Boundary Bay 104","","","","","","19:00","16:30",NA,"","","","","","I did not observe any Western Sandpipers during the entire survey","2015","8","16"
"363","",2013-08-17,"","Spotting scope","","","","","","None","","","","EIDE2013817","Calm","Eide Road Ponds","EIDE","","","","","High-tide","Mid-high","1600","1400",NA,"","","1km","5","Partly-Cloudy","I saw at least 1 WESA during the survey","2013","8","17"
"364","Collaborative",2015-07-18,"2.0","Both","","","","0.0","None","","","3.0","0","BB922015718","Calm","","BB92","Boundary Bay 92","","","","Mid-high","Mid-tide","19:00","16:30",0,"","","1 km","2.0","Clear","No","2015","7","18"
"365","Single Observer",2014-08-16,"","Both Binoculars and Scope","No activity","","","","","Rain","","","","BB722014816","Calm","Boundary Bay - 72nd","BB72","","","high tide","low tide","High-tide","Mid-low","0.47916666700000005","0.375",NA,"","Weather","1km","","Overcast","I saw at least 1 WESA during the survey","2014","8","16"
"366","Collaborative",2015-07-19,"0.0","Both","","","","0.0","None","","","0.0","26","BB922015719","Calm","","BB92","Boundary Bay 92","","","","Mid-high","Mid-tide","19:45","17:15",0,"","Glare","1 km","0.0","Clear","Yes","2015","7","19"
"367","Collaborative",2015-07-20,"0.0","Both","","","","0.0","None","","","2.0","100","BB922015720","Choppy","","BB92","Boundary Bay 92","","","","Mid-high","Mid-low ","20:00","17:30",0,"","","1 km","0.0","Clear","I saw at least 1 WESA during the survey","2015","7","20"
"368","Collaborative",2015-08-16,"1.0","Both","","","","0.0","None","","","","","BB922015816","Calm","","BB92","Boundary Bay 92","","","","High-tide","Mid-low","19:00","16:30",0,"","","1 km","2.0","Clear","I saw at least 1 WESA during the survey","2015","8","16"
"369","",2013-07-20,"1","Spotting scope","","","","","","","","","","SDNY2013720","Choppy","Sidney Island (Brick Dock)","SDNY","","","Mid High","Mid Low","Mid-high","Mid-low","1330","1100",NA,"","","1km","2 on mud flats","Clear","I saw at least 1 WESA during the survey","2013","7","20"
"370","Collaborative",2015-08-17,"0.0","Both","","","","0.0","None","","","","","BB922015817","Calm","","BB92","Boundary Bay 92","","","","Mid-high","Mid-low","19:00","16:30",0,"","","1 km","0.0","Partly-cloudy","I saw at least 1 WESA during the survey","2015","8","17"
"371","Collaborative",2015-07-18,"2.0","Both","","","","0.0","None","","","1.0","0","MAPL2015718","Rippled","","MAPL","Maplewood","","","","Mid-high ","Mid-low ","19:30","17:03",0,"","","1km","6.0","Clear","I did not observe any Western Sandpipers during the entire survey","2015","7","18"
"372","Single Observer",2015-07-18,"","Both","","","","1","None","","","","","ENBO2015718","Calm","","ENBO","English Boom","","","","High-tide","Mid-tide","17:30","16:00",NA,"","","1km","5-Apr","Clear","I saw at least 1 WESA during the survey","2015","7","18"
"373","Collaborative",2015-07-19,"0.0","Both","","","","2.0","None","","","24.2","13.66666667","MAPL2015719","Rippled","","MAPL","Maplewood","","","","Mid-high ","Mid-low ","19:30","17:00",1,"","","1km","11.0","Clear","I did not observe any Western Sandpipers during the entire survey","2015","7","19"
"374","",2014-08-17,"","Both","","","","","None","","","","","ROGH2014817","Rippled","","ROGH","","Rough Bay","","","Mid-low ","Low-tide","1500","1230",NA,"","Weather","500m","2","Clear","I saw at least 1 WESA during the survey","2014","8","17"
"375","Collaborative",2015-08-15,"0.0","Both","","","","1.0","None","","","41.55555556","10.66666667","MAPL2015815","Calm","","MAPL","Maplewood","","","","High-tide","Mid-low ","19:00","16:30",0,"","","1km","9.0","Partly-Cloudy","I saw at least 1 WESA during the survey","2015","8","15"
"376","Collaborative",2015-07-18,"","","","","","","None","","","0.0","0","FRCR2015718","Calm","","FRCR","French Creek","","3.8","2","Mid-high ","Mid-low ","18:30","16:00",NA,"","","1km","","Clear","I did not observe any Western Sandpipers during the entire survey","2015","7","18"
"377","Collaborative",2015-08-15,"","","","","","","None","","","0.0","22","FRCR2015815","Rippled","","FRCR","French Creek","","3.7","2","Mid-high ","Mid-low ","17:30","15:00",NA,"","","1km","","Clear","I saw at least 1 WESA during the survey","2015","8","15"
"378","Collaborative",2015-08-16,"","","","","","","None","","","0.0","23","FRCR2015816","Rippled","","FRCR","French Creek","","3.8","2.2","Mid-high ","Mid-low ","18:00","15:30",NA,"","","1km","1.0","Clear","I saw at least 1 WESA during the survey","2015","8","16"
"379","Single Observer",2015-07-17,"","","","","","","","","","","","COMX2015717","Rippled","","COMX","Comox Harbour","","","mid-high","","","17:00","14:30",NA,"","","1km","","Clear","I did not observe any Western Sandpipers during the entire survey","2015","7","17"
"380","Single Observer",2015-07-18,"","","","","","","","","","","","COMX2015718","Rippled","","COMX","Comox Harbour","","","mid-high","","","17:00","14:30",NA,"","","1km","","Clear","I did not observe any Western Sandpipers during the entire survey","2015","7","18"
"381","",2013-08-18,"","","","","6","","","None","","","","SHPO2013818","Choppy","Fanny Bay","SHPO","","","","","Mid-tide","Mid-low","1300","1130",NA,"","","1km","","Partly-Cloudy","I did not observe any Western Sandpipers during the entire survey","2013","8","18"
"382","Single Observer",2015-07-19,"","","","","","","","","","","","COMX2015719","Rippled","","COMX","Comox Harbour","","","mid-high","","","17:30","15:00",NA,"","","1km","","Clear","I did not observe any Western Sandpipers during the entire survey","2015","7","19"
"383","Single Observer",2015-08-16,"","Both","","","","","None","","","4.0","85.0","SJEN2015816","","","SJEN","Jensens Bay S","","","","High-tide","Low-tide","14:00","11:00",NA,"","","1km","","Partly-Cloudy","I saw at least 1 WESA during the survey","2015","8","16"
"384","Collaborative",2015-07-19,"6.0","Both","","","","","None","","","0.0","1","BBSV2015719","Rippled","","BBSV","Boundary Bay Seaview","","High","Mid-Low","","","19:45","17:15",NA,"","","1km","25.0","Clear","I did not observe any Western Sandpipers during the entire survey","2015","7","19"
"385","Collaborative",2015-08-16,"12.0","Both","","","","","None","","","0.0","1","BBSV2015816","Rippled","","BBSV","Boundary Bay Seaview","","High","Low","","","19:00","16:30",NA,"","","1km","19.0","Clear","I saw at least 1 WESA during the survey","2015","8","16"
"386","Single Observer",2015-07-18,"1.0","Both","","","","","None","","","","","ROGH2015718","Rippled","","ROGH","Rough Bay","","","","Mid-tide","Low-tide","12:30","10:00",NA,"","","1km","2.0","Partly-Cloudy","I did not observe any Western Sandpipers during the entire survey","2015","7","18"
"387","Single Observer",2015-08-16,"2.0","Both Binoculars and Scope","","","1","","","None","0WESA; 0 LESA","","","SHPO2015816","Calm","","SHPO","Ships Point","","Nearly high","Mid-tide","High-tide","Mid-tide","6:00:00 PM","3:30:00 PM",NA,"","","1km","10","Partly-Cloudy","I did not observe any Western Sandpipers during the entire survey","2015","8","16"
"388","Single Observer",2015-07-19,"2.0","Both","","","","","None","","","","","ROGH2015719","Choppy","","ROGH","Rough Bay","","","","Mid-tide","Low-tide","13:30","11:00",NA,"","Weather","250m","4.0","Clear","I saw at least 1 WESA during the survey","2015","7","19"
"389","Single Observer",2015-08-16,"","Both","","","","","None","","","","1","ROGH2015816","Calm","","ROGH","Rough Bay","","","","Mid-tide","Low-tide","11:30","9:00",NA,"","","1km","","Partly-Cloudy","I saw at least 1 WESA during the survey","2015","8","16"
"390","Collaborative",2013-07-21,"5.0","Both","","","","","None","","","","","PIPE2013721","Calm","","PIPE","","Pipers Lagoon","","","High-tide","Low-tide","15:30","13:30",NA,"","","1km","16.0","Clear","I did not observe any Western Sandpipers during the entire survey","2013","7","21"
"391","Single Observer",2015-08-17,"","Both","","","","","None","","","","1","ROGH2015817","Calm","","ROGH","Rough Bay","","","","Mid-tide","Low-tide","12:30","10:00",NA,"","","1km","1.0","Partly-Cloudy","I saw at least 1 WESA during the survey","2015","8","17"
"392","Collaborative",2015-07-19,"1.0","","","","","0.0","None","","","","","COWC2015719","Rippled","","COWC","Cowichan Bay","","Mid-high","Mid-low","","","17:30","15:00",0,"","","1km","2.0","Clear","I saw at least 1 WESA during the survey","2015","7","19"
"393","Single Observer",2015-07-17,"","Both","","","","","None","","","","too far to see","SJEN2015717","Calm","","SJEN","Jensens Bay S","","","","High-tide","Mid-tide","14:30","11:30",NA,"","Glare","500m","","Partly-Cloudy","I saw at least 1 WESA during the survey","2015","7","17"
"394","Collaborative",2015-07-19,"","Both","","","","","None","","","5.0","32","CROC2015719","Calm","","CROC","Crockett Lake","","","","","","8:30","6:30",NA,"","Glare","1 km to start, 500m later with heat shimmer","","Clear","I saw at least 1 WESA during the survey","2015","7","19"
"395","Collaborative",2015-07-20,"","Both","","","","","Rain (light)","","","5.0","95","CROC2015720","Rippled","","CROC","Crockett Lake","","","","","","8:00","6:00",NA,"","Other","1 km, but…","","Overcast","I saw at least 1 WESA during the survey","2015","7","20"
"396","Collaborative",2015-08-15,"","Both","","","","","None","","","10.0","90","CROC2015815","","","CROC","Crockett Lake","","","","","","8:00","6:00",NA,"","","1 km","","Overcast","I saw at least 1 WESA during the survey","2015","8","15"
"397","Collaborative",2015-08-16,"","Both","","","","","None","","","","","CROC2015816","","","CROC","Crockett Lake","","","","","","8:00","6:15",NA,"","Weather","<100m","","Fog","I saw at least 1 WESA during the survey","2015","8","16"
"398","Single Observer",2015-08-14,"4.0","Binoculars","","","","","None","","","","","COMX2015814","Rippled","","COMX","Comox Harbour","","2.7","1.3","Mid-high ","Mid-low ","15:30","13:00",NA,"","Other","1 km","20.0","Clear","I saw at least 1 WESA during the survey","2015","8","14"
"399","Single Observer",2015-08-16,"3.0","Binoculars","","","","","None","","","","","COMX2015816","Rippled","","COMX","Comox Harbour","","2.9","1.6","Mid-high ","Mid-low ","16:30","14:00",NA,"","","1 km","18.0","Clear","I saw at least 1 WESA during the survey","2015","8","16"
"400","Single Observer",2014-08-16,"0","Both Binoculars and Scope","","","4.0","","","None","5 WESA; 0 LESA","","","MAPL2014816","Calm","Maplewood","MAPL","","","Mid-High","Mid-Low","Mid-high","Mid-low","0.4375","0.333333333",NA,"0","","500m","0","Overcast","I did not observe any Western Sandpipers during the entire survey","2014","8","16"
"401","Single Observer",2015-08-17,"3.0","Binoculars","","","","","None","","","","","COMX2015817","Rippled","","COMX","Comox Harbour","","2.7","1.8","Mid-high ","Mid-low ","16:30","14:00",NA,"","","1 km","14.0","Clear","I saw at least 1 WESA during the survey","2015","8","17"
"402","Collaborative",2015-07-18,"9.0","Binoculars","","","","75.0","None","","","","","WHIF2015718","Rippled","","WHIF","Whiffin Spit Park","","15","40","Mid-high ","Mid-tide","14:00","11:30",NA,"","","500m","19.0","Clear","I did not observe any Western Sandpipers during the entire survey","2015","7","18"
"403","Independent ",2015-07-20,"","","No activity","","","","","None","0: 0","","","VRYL2015720","Rippled","","VRYL","View Royal","","Mid-tide","Mid-low","Mid-tide","Mid-low","3:00:00 PM","12:30:00 PM",NA,"","","100m","","Clear","I did not observe any Western Sandpipers during the entire survey","2015","7","20"
"404","Collaborative",2015-08-16,"4.0","Binoculars","","","","36.0","None","","","","","WHIF2015816","Rippled","","WHIF","Whiffin Spit Park","","5","50","Mid-high ","Mid-low ","13:30","11:00",NA,"","Weather","<100","10.0","Fog","I saw at least 1 WESA during the survey","2015","8","16"
"405","Single Observer",2015-07-17,"","Both Binoculars and Scope","No activity","","","","","None","0 WESA; 9 LESA","","","VRYL2015717","Rippled","","VRYL","View Royal","","Mid-tide","Low-tide","Mid-tide","Low-tide","2:00:00 PM","11:30:00 AM",NA,"","","250m","","Clear","I did not observe any Western Sandpipers during the entire survey","2015","7","17"
"406","",2013-08-19,"","Binoculars-only","No activity","","","","","None","","","","WITT2013819","Rippled","Witty's Lagoon","WITT","","","","","Low-tide","Mid-low","'11:30","'09:00",NA,"","","1km","","Partly-Cloudy","I saw at least 1 WESA during the survey","2013","8","19"
"407","Collaborative",2015-08-15,"2.0","Both Binoculars and Scope","","","","","","None","0 WESA; 2 LESA","","","WINT2015815","Rippled","","WINT","Winter Cove","","22m","35m","Mid-tide","Low-tide","3:00:00 PM","12:30:00 PM",NA,"","Other","500m","2","Overcast","I did not observe any Western Sandpipers during the entire survey","2015","8","15"
"408","Single Observer",2014-08-17,"17","Both Binoculars and Scope","","","21.0","","","","4 WESA 2 LESA","","","WHIF2014817","Calm","Whiffin Spit Park","WHIF","","","15 meters","16 meters","Mid-tide","Mid-low","0.39583333299999995","0.291666667",NA,"1","Weather","<100","30","Fog","I saw at least 1 WESA during the survey","2014","8","17"
"409","",2015-07-18,"","Both Binoculars and Scope","No activity","","","","","None","0 WESA; 11 LESA","","","VRYL2015718","Rippled","","VRYL","View Royal","","Mid-tide","Low-tide","Mid-tide","Low-tide","2:00:00 PM","11:30:00 AM",NA,"","","100m","","Clear","I did not observe any Western Sandpipers during the entire survey","2015","7","18"
"410","Independent ",2015-07-19,"","Both Binoculars and Scope","","","","","","Rain","0","","","VRYL2015719","Rippled","","VRYL","View Royal","","Mid-tide","Mid-low","Mid-tide","Mid-low","2:30:00 PM","12:00:00 PM",NA,"4","","100m","","Clear","I did not observe any Western Sandpipers during the entire survey","2015","7","19"
"411","Single Observer",2015-08-14,"","Both Binoculars and Scope","No activity","","","","","None","","","","VRYL2015814","Rippled","","VRYL","View Royal","","Mid-tide","Mid-low","Mid-tide","Mid-low","12:00:00 PM","10:00:00 AM",NA,"","","250m","","Overcast","I saw at least 1 WESA during the survey","2015","8","14"
"412","Single Observer",2015-08-15,"","Both Binoculars and Scope","No activity","","","","","None","","","","VRYL2015815","Rippled","","VRYL","View Royal","","Mid-tide","Low-tide","Mid-low","Low-tide","12:30:00 PM","10:30:00 AM",NA,"","","100m","","Overcast","I saw at least 1 WESA during the survey","2015","8","15"
"413","Single Observer",2015-08-17,"","Both Binoculars and Scope","","","","","","None","","","","VRYL2015817","Choppy","","VRYL","View Royal","","Mid-tide","mid-low","Mid-tide","Mid-low","1:30:00 PM","11:30:00 AM",NA,"3","","100m","","Clear","I saw at least 1 WESA during the survey","2015","8","17"
"414","Single Observer",2014-07-20,"","Both","","Clam Diggers","","","Rain","","","","","CHEM2014720","Calm","","CHEM","","Chemainus River Delta","","","Mid-tide","Low-tide","9:30","7:00",NA,"","","1km","","Overcast","I saw at least 1 WESA during the survey","2014","7","20"
"415","Single Observer",2015-07-18,"1.0","Spotting scope","","","0","","","None","0 WESA; 0 LESA","","","SHPO2015718","Rippled","","SHPO","Ships Point","","near high","mid-low","Mid-high","Mid-low","6:30:00 PM","4:00:00 PM",NA,"0","","1km","11","Clear","I did not observe any Western Sandpipers during the entire survey","2015","7","18"
